,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
18,frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.07960199004975124,0.05970149253731343,0.03648424543946932,0.45833333333333337,7.677083333333334,1.0,0.031731887824558797,1.73593570608496,0.9449631449631448,0.3548387096774194,0.42394179894179895,0.5347222222222223
19,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'POSTAGE'}),0.05970149253731343,0.6351575456053068,0.04809286898839138,0.8055555555555556,1.2682767624020888,1.0,0.010173015519417843,1.8763326226012795,0.22495894909688025,0.07435897435897437,0.4670454545454546,0.440636785610676
20,frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'POSTAGE'}),0.07960199004975124,0.6351575456053068,0.06633499170812604,0.8333333333333334,1.31201044386423,1.0,0.01577518708282799,2.18905472636816,0.2583783783783785,0.10230179028132994,0.5431818181818183,0.46888598781549173
21,frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.0978441127694859,0.07960199004975124,0.03814262023217247,0.3898305084745763,4.897245762711865,1.0,0.030354034141069117,1.508430071862908,0.8821131713554988,0.2738095238095238,0.3370590929912964,0.4344985875706215
22,frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.07960199004975124,0.0978441127694859,0.03814262023217247,0.4791666666666667,4.897245762711865,1.0,0.030354034141069117,1.7321393034825874,0.8646298472385429,0.2738095238095238,0.4226792279411765,0.4344985875706215
23,frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'POSTAGE'}),0.04643449419568822,0.6351575456053068,0.04145936981757877,0.8928571428571429,1.4057254755688178,1.0,0.011966150452821577,3.405196241017138,0.3026782608695653,0.06476683937823834,0.706331168831169,0.4790656471465871
24,frozenset({'LUNCH BAG WOODLAND'}),frozenset({'POSTAGE'}),0.05970149253731343,0.6351575456053068,0.05140961857379768,0.8611111111111112,1.355744125326371,1.0,0.013489765104824143,2.626865671641792,0.27905785970302105,0.07989690721649485,0.619318181818182,0.471025529445895
25,frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT '}),frozenset({'POSTAGE'}),0.05306799336650083,0.6351575456053068,0.04145936981757877,0.78125,1.2300097911227155,1.0,0.007752833400713401,1.6678512200900262,0.19747810858143602,0.06410256410256411,0.4004261363636364,0.42326207571801566
26,frozenset({'MEMO BOARD COTTAGE DESIGN'}),frozenset({'POSTAGE'}),0.04145936981757877,0.6351575456053068,0.03482587064676617,0.8400000000000001,1.3225065274151437,1.0,0.008492639071090102,2.280265339966834,0.2544076454111057,0.05426356589147286,0.5614545454545457,0.4474151436031332
27,frozenset({'PACK OF 20 NAPKINS PANTRY DESIGN'}),frozenset({'POSTAGE'}),0.04809286898839138,0.6351575456053068,0.03150912106135987,0.6551724137931034,1.0315116593139462,1.0,0.0009625724335756286,1.0580431177446101,0.03209242618741984,0.04834605597964377,0.05485893416927894,0.35239038444224363
28,frozenset({'PACK OF 20 NAPKINS RED APPLES'}),frozenset({'POSTAGE'}),0.04809286898839138,0.6351575456053068,0.03814262023217247,0.793103448275862,1.248672008643198,1.0,0.00759607160438823,1.7634051962410164,0.20921072564762913,0.05912596401028278,0.4329153605015672,0.4265778337985054
29,frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),frozenset({'POSTAGE'}),0.06467661691542288,0.6351575456053068,0.04145936981757877,0.6410256410256411,1.0092388029724846,1.0,0.00037952855952410464,1.0163468372423599,0.009787234042553205,0.06297229219143577,0.016083916083916246,0.3531498962308362
30,frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),0.0845771144278607,0.0945273631840796,0.03648424543946932,0.4313725490196078,4.563467492260061,1.0,0.02848939382688547,1.5923829130211014,0.8530138339920947,0.25581395348837205,0.37201034259857785,0.40866873065015474
31,frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.0945273631840796,0.0845771144278607,0.03648424543946932,0.38596491228070173,4.563467492260061,1.0,0.02848939382688547,1.4908315565031984,0.8623876123876124,0.25581395348837205,0.32923340961098396,0.40866873065015474
32,frozenset({'PLASTERS IN TIN STRONGMAN'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),0.05638474295190713,0.0945273631840796,0.03814262023217247,0.6764705882352942,7.156346749226007,1.0,0.032812719157116574,2.798733604703754,0.9116680675479483,0.338235294117647,0.6426955397543633,0.5399896800825593
33,frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),frozenset({'PLASTERS IN TIN STRONGMAN'}),0.0945273631840796,0.05638474295190713,0.03814262023217247,0.40350877192982454,7.156346749226006,1.0,0.032812719157116574,1.5819432250512144,0.9500716674629719,0.338235294117647,0.3678660623439089,0.5399896800825593
34,frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),0.10945273631840796,0.0945273631840796,0.05140961857379768,0.4696969696969697,4.9688995215311005,1.0,0.04106334001633623,1.7074626865671643,0.8969183636691294,0.3369565217391304,0.4143356643356644,0.5067783094098883
35,frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.0945273631840796,0.10945273631840796,0.05140961857379768,0.543859649122807,4.9688995215311005,1.0,0.04106334001633623,1.9523536165327213,0.8821339950372208,0.3369565217391304,0.487797706556895,0.5067783094098883
36,frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),frozenset({'POSTAGE'}),0.0945273631840796,0.6351575456053068,0.07628524046434494,0.8070175438596491,1.2705785351106225,1.0,0.016245472471803503,1.8905472636815916,0.2351887243191591,0.11675126903553298,0.4710526315789473,0.4635609912509734
37,frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS '}),frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),0.12935323383084577,0.0945273631840796,0.03980099502487562,0.3076923076923077,3.2550607287449393,1.0,0.02757357491151209,1.3079049198452184,0.7957142857142856,0.21621621621621623,0.23541842772612004,0.3643724696356275
38,frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS '}),0.0945273631840796,0.12935323383084577,0.03980099502487562,0.42105263157894735,3.2550607287449393,1.0,0.02757357491151209,1.5038444142921754,0.7651098901098901,0.21621621621621623,0.3350375939849624,0.3643724696356275
39,frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '}),0.0945273631840796,0.19734660033167495,0.04477611940298507,0.47368421052631576,2.400265369305617,1.0,0.02612146564028943,1.5250414593698174,0.6442816442816443,0.18120805369127516,0.3442801217920835,0.3502874834144184
40,frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.10945273631840796,0.0845771144278607,0.04809286898839138,0.4393939393939394,5.195187165775401,1.0,0.038835672384346924,1.6329164985881406,0.906761702947409,0.3295454545454546,0.38759881422924897,0.5040106951871658
41,frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.0845771144278607,0.10945273631840796,0.04809286898839138,0.5686274509803921,5.195187165775401,1.0,0.038835672384346924,2.064450474898236,0.8821214392803598,0.3295454545454546,0.5156095957936246,0.5040106951871658
42,frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'POSTAGE'}),0.0845771144278607,0.6351575456053068,0.07628524046434494,0.9019607843137254,1.4200583627706955,1.0,0.022565448049965756,3.721393034825867,0.323133270321361,0.11855670103092782,0.7312834224598928,0.5110326114780115
43,frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '}),0.0845771144278607,0.19734660033167495,0.03648424543946932,0.4313725490196078,2.185862580326248,1.0,0.019793239441267957,1.4115628752787786,0.5926383399209486,0.14864864864864866,0.29156538648517255,0.3081232492997199
44,frozenset({'PLASTERS IN TIN STRONGMAN'}),frozenset({'POSTAGE'}),0.05638474295190713,0.6351575456053068,0.05140961857379768,0.9117647058823529,1.4354937797573337,1.0,0.015596423630878223,4.134881149806522,0.3215034865922104,0.08031088082901555,0.7581550802139037,0.49635232683151587
45,frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'POSTAGE'}),0.10945273631840796,0.6351575456053068,0.08955223880597014,0.8181818181818181,1.2881557085212436,1.0,0.020032507446185316,2.006633499170812,0.25118973722325666,0.13670886075949365,0.5016528925619833,0.4795869926418229
46,frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS '}),0.10945273631840796,0.12935323383084577,0.03648424543946932,0.3333333333333333,2.576923076923077,1.0,0.02232618004504839,1.3059701492537312,0.6871508379888268,0.18032786885245902,0.23428571428571426,0.3076923076923077
47,frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '}),0.10945273631840796,0.19734660033167495,0.05638474295190713,0.5151515151515151,2.6103896103896105,1.0,0.03478461754247007,1.6554726368159203,0.6927374301675978,0.22516556291390732,0.3959429000751315,0.4004329004329005
48,frozenset({'RABBIT NIGHT LIGHT'}),frozenset({'POSTAGE'}),0.03814262023217247,0.6351575456053068,0.03150912106135987,0.8260869565217392,1.3006016573958454,1.0,0.007282548011737885,2.0978441127694873,0.2402903811252269,0.049095607235142114,0.5233201581027671,0.43784765580656154
49,frozenset({'RED  HARMONICA IN BOX '}),frozenset({'POSTAGE'}),0.03482587064676617,0.6351575456053068,0.03482587064676617,1.0,1.5744125326370757,1.0,0.012705956123198272,inf,0.3780068728522337,0.05483028720626632,1.0,0.5274151436031331
50,frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'POSTAGE'}),0.05306799336650083,0.6351575456053068,0.04975124378109453,0.9375,1.4760117493472584,1.0,0.01604470736422916,5.837479270315091,0.34057209573847047,0.07792207792207793,0.8286931818181819,0.5079144908616188
51,frozenset({'RED RETROSPOT CUP'}),frozenset({'POSTAGE'}),0.05638474295190713,0.6351575456053068,0.03980099502487562,0.7058823529411764,1.1113500230379356,1.0,0.003987800081956164,1.2404643449419566,0.10618043350908016,0.06106870229007634,0.19385026737967898,0.38427276915988323
52,frozenset({'RED RETROSPOT MINI CASES'}),frozenset({'POSTAGE'}),0.04975124378109453,0.6351575456053068,0.04145936981757877,0.8333333333333333,1.3120104438642297,1.0,0.009859491926767487,2.189054726368158,0.250261780104712,0.06443298969072166,0.543181818181818,0.4493037423846823
53,frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),frozenset({'POSTAGE'}),0.0779436152570481,0.6351575456053068,0.06135986733001658,0.7872340425531914,1.2394311427142934,1.0,0.011853391967745569,1.7147595356550573,0.20950806922029938,0.09414758269720101,0.4168278529980655,0.4419198933392589
54,frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'POSTAGE'}),0.13432835820895522,0.6351575456053068,0.0912106135986733,0.6790123456790124,1.0690455468523354,1.0,0.005890943293482831,1.1366245694603905,0.07460815047021938,0.13447432762836187,0.12020202020202027,0.41130773941914067
55,frozenset({'RETROSPOT PARTY BAG + STICKER SET'}),frozenset({'POSTAGE'}),0.05306799336650083,0.6351575456053068,0.03814262023217247,0.71875,1.1316090078328982,1.0,0.0044360838153071,1.297217615625576,0.12282037615167893,0.05867346938775511,0.2291193181818182,0.3894011096605744
56,frozenset({'RETROSPOT TEA SET CERAMIC 11 PC '}),frozenset({'POSTAGE'}),0.04477611940298507,0.6351575456053068,0.04145936981757877,0.9259259259259259,1.4577893820713663,1.0,0.013019479715848617,4.925373134328359,0.32875000000000004,0.06493506493506493,0.796969696969697,0.4956000386809786
57,frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS '}),frozenset({'POSTAGE'}),0.12935323383084577,0.6351575456053068,0.11442786069651742,0.8846153846153847,1.3927495481020287,1.0,0.032268178180408086,3.161967938087343,0.3238923395445135,0.17602040816326534,0.6837412587412589,0.5323860212894156
58,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '}),frozenset({'POSTAGE'}),0.19734660033167495,0.6351575456053068,0.17081260364842454,0.865546218487395,1.3627268139631832,1.0,0.04546642134820647,2.7135157545605315,0.33162159993581014,0.2581453634085213,0.6314744079449963,0.567237861201922
59,frozenset({'SET OF 2 TEA TOWELS APPLE AND PEARS'}),frozenset({'POSTAGE'}),0.03648424543946932,0.6351575456053068,0.03316749585406302,0.9090909090909092,1.43128412057916,1.0,0.009994252067468078,4.013266998341629,0.3127366609294321,0.05194805194805195,0.7508264462809919,0.48065511511986714
60,frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN '}),frozenset({'POSTAGE'}),0.05306799336650083,0.6351575456053068,0.03980099502487562,0.75,1.1808093994778068,1.0,0.00609445860801025,1.4593698175787728,0.1617046117921774,0.061381074168797956,0.31477272727272726,0.40633159268929503
61,frozenset({'SET OF 3 REGENCY CAKE TINS'}),frozenset({'POSTAGE'}),0.06633499170812604,0.6351575456053068,0.04145936981757877,0.625,0.9840078328981723,1.0,-0.0006738007035029386,0.9729132117191819,-0.017108938547486033,0.06281407035175879,-0.02784090909090908,0.34513707571801566
62,frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS '}),frozenset({'POSTAGE'}),0.04477611940298507,0.6351575456053068,0.03150912106135987,0.7037037037037038,1.1079199303742386,1.0,0.003069230959629715,1.23134328358209,0.10197368421052641,0.04859335038363172,0.18787878787878823,0.37665602939754383
63,frozenset({'SKULL LUNCH BOX WITH CUTLERY '}),frozenset({'POSTAGE'}),0.04311774461028192,0.6351575456053068,0.03648424543946932,0.8461538461538463,1.3321952199236797,1.0,0.00909768460076621,2.371475953565507,0.26059555695604225,0.05684754521963824,0.5783216783216786,0.4517975497087769
64,frozenset({'SPACEBOY BIRTHDAY CARD'}),frozenset({'POSTAGE'}),0.03648424543946932,0.6351575456053068,0.03316749585406302,0.9090909090909092,1.43128412057916,1.0,0.009994252067468078,4.013266998341629,0.3127366609294321,0.05194805194805195,0.7508264462809919,0.48065511511986714
65,frozenset({'SPACEBOY CHILDRENS CUP'}),frozenset({'POSTAGE'}),0.03482587064676617,0.6351575456053068,0.03150912106135987,0.9047619047619048,1.4244684819097353,1.0,0.009389206537791971,3.8308457711442787,0.3087357569180684,0.04935064935064935,0.7389610389610389,0.4771851299266443
66,frozenset({'SPACEBOY LUNCH BOX '}),frozenset({'POSTAGE'}),0.07960199004975124,0.6351575456053068,0.06965174129353234,0.875,1.3776109660574412,1.0,0.01909193666823429,2.9187396351575456,0.2978120978120979,0.10796915167095117,0.6573863636363636,0.4923302872062663
67,frozenset({'STRAWBERRY CERAMIC TRINKET BOX'}),frozenset({'POSTAGE'}),0.04975124378109453,0.6351575456053068,0.03482587064676617,0.7,1.102088772845953,1.0,0.003225992755954886,1.2161415146489771,0.09748192470705559,0.05357142857142857,0.17772727272727262,0.37741514360313316
68,frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'}),frozenset({'POSTAGE'}),0.06301824212271974,0.6351575456053068,0.05140961857379768,0.8157894736842105,1.284389171361825,1.0,0.01138310657877005,1.9805733238569059,0.2363117328004567,0.07948717948717948,0.49509569377990426,0.44836471073244466
69,frozenset({'WHITE SPOT RED CERAMIC DRAWER KNOB'}),frozenset({'POSTAGE'}),0.04145936981757877,0.6351575456053068,0.03316749585406302,0.8,1.2595300261096607,1.0,0.006834264278386952,1.8242122719734664,0.21496539792387553,0.05154639175257732,0.45181818181818195,0.4261096605744126
70,frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'POSTAGE'}),0.0978441127694859,0.6351575456053068,0.087893864013267,0.8983050847457628,1.4143027835553392,1.0,0.025747437494671475,3.587617468214485,0.3247086570477247,0.13624678663239076,0.7212634822804316,0.5183431428950745
71,frozenset({'WOODLAND MINI BACKPACK'}),frozenset({'POSTAGE'}),0.03316749585406302,0.6351575456053068,0.03316749585406302,1.0,1.5744125326370757,1.0,0.012100910593522165,inf,0.37735849056603776,0.05221932114882507,1.0,0.5261096605744126
72,frozenset({'WOODLAND PARTY BAG + STICKER SET'}),frozenset({'POSTAGE'}),0.05472636815920398,0.6351575456053068,0.04643449419568822,0.8484848484848484,1.3358651792072156,1.0,0.011674628515795808,2.407960199004974,0.2659774436090224,0.07216494845360824,0.5847107438016527,0.46079594904660176
73,frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.05306799336650083,0.0978441127694859,0.04477611940298507,0.8437499999999999,8.623411016949152,1.0,0.03958372867558284,5.773797678275286,0.9335798144904977,0.4218749999999999,0.8268037683823528,0.6506885593220338
74,frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.0978441127694859,0.05306799336650083,0.04477611940298507,0.4576271186440678,8.623411016949152,1.0,0.03958372867558284,1.7459058872305142,0.979915577342048,0.4218749999999999,0.4272314405295497,0.6506885593220338
75,frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '}),0.0779436152570481,0.19734660033167495,0.03648424543946932,0.4680851063829787,2.3718934382263543,1.0,0.021102337950930805,1.508988391376451,0.6272890778286461,0.1527777777777778,0.33730437840689287,0.32647952798140534
76,frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS '}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '}),0.12935323383084577,0.19734660033167495,0.10281923714759536,0.7948717948717949,4.027795733678087,1.0,0.07729181620916975,3.9129353233830857,0.8634101382488479,0.45925925925925937,0.7444373808010173,0.6579400991165698
77,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS '}),0.19734660033167495,0.12935323383084577,0.10281923714759536,0.5210084033613446,4.027795733678087,1.0,0.07729181620916975,1.81766605568648,0.9365502532657958,0.45925925925925937,0.44984393757503005,0.6579400991165698
78,frozenset({'SPACEBOY LUNCH BOX '}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS '}),0.07960199004975124,0.12935323383084577,0.03150912106135987,0.39583333333333337,3.060096153846154,1.0,0.02121234622905374,1.441070509521359,0.7314366998577526,0.17757009345794394,0.30607142857142866,0.3197115384615385
79,frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS '}),0.0978441127694859,0.12935323383084577,0.03648424543946932,0.3728813559322034,2.882659713168188,1.0,0.02382779304142637,1.3883286271345974,0.7239304812834225,0.19130434782608696,0.2797094430992736,0.3274663189917427
80,frozenset({'SPACEBOY LUNCH BOX '}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '}),0.07960199004975124,0.19734660033167495,0.05472636815920398,0.6875,3.4837184873949583,1.0,0.03901718604324976,2.5684908789386403,0.7746109746109747,0.24626865671641796,0.6106663223140496,0.48240546218487396
81,frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '}),0.06301824212271974,0.19734660033167495,0.03482587064676617,0.5526315789473684,2.8003095975232197,1.0,0.022389434804969077,1.7941664227880205,0.6861356932153394,0.1544117647058824,0.44263810352327093,0.36455108359133126
82,frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '}),0.0978441127694859,0.19734660033167495,0.04809286898839138,0.4915254237288136,2.4906708446090304,1.0,0.028783665970864312,1.5785516860143727,0.6634127789046653,0.1946308724832215,0.3665079142737078,0.3676114513602051
83,frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),0.03980099502487562,0.04311774461028192,0.03482587064676617,0.875,20.29326923076923,1.0,0.03310974150804848,7.655058043117744,0.99013076733284,0.7241379310344829,0.869367417677643,0.8413461538461539
84,frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),0.04311774461028192,0.03980099502487562,0.03482587064676617,0.8076923076923077,20.29326923076923,1.0,0.03310974150804848,4.993034825870647,0.9935627630601636,0.7241379310344829,0.7997210043842168,0.8413461538461539
85,"frozenset({'POSTAGE', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.04809286898839138,0.07960199004975124,0.03316749585406302,0.689655172413793,8.663793103448276,1.0,0.0293392077753851,2.965726920950801,0.9292682926829269,0.3508771929824562,0.6628145386766076,0.5531609195402298
86,"frozenset({'POSTAGE', 'JUMBO BAG WOODLAND ANIMALS'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.06633499170812604,0.05970149253731343,0.03316749585406302,0.5,8.375,1.0,0.029207197841637583,1.8805970149253732,0.9431616341030196,0.35714285714285715,0.4682539682539682,0.5277777777777778
87,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG WOODLAND ANIMALS'})",frozenset({'POSTAGE'}),0.03648424543946932,0.6351575456053068,0.03316749585406302,0.9090909090909092,1.43128412057916,1.0,0.009994252067468078,4.013266998341629,0.3127366609294321,0.05194805194805195,0.7508264462809919,0.48065511511986714
88,frozenset({'JUMBO BAG RED RETROSPOT'}),"frozenset({'POSTAGE', 'JUMBO BAG WOODLAND ANIMALS'})",0.05970149253731343,0.06633499170812604,0.03316749585406302,0.5555555555555556,8.375,1.0,0.029207197841637583,2.1007462686567164,0.9365079365079364,0.35714285714285715,0.5239786856127886,0.5277777777777778
89,frozenset({'JUMBO BAG WOODLAND ANIMALS'}),"frozenset({'POSTAGE', 'JUMBO BAG RED RETROSPOT'})",0.07960199004975124,0.04809286898839138,0.03316749585406302,0.4166666666666667,8.663793103448276,1.0,0.0293392077753851,1.6318407960199006,0.961081081081081,0.3508771929824562,0.3871951219512195,0.5531609195402298
